word	completeness_level	documents_info
e-ko-to-ri-jo	COMPLETE	[(4749, True)]
e-ku-se-we-qe	COMPLETE	[(2384, True)]
e-ma-ha	MOSTLY_COMPLETE	[(1998, False), (5261, True), (5357, True), (5377, True)]
e-ma-ha-o	COMPLETE	[(2874, True)]
e-ma-ta	COMPLETE	[(5372, True)]
e-me	MOSTLY_INCOMPLETE	[(1407, False), (4319, False), (5344, True)]
e-me-de	COMPLETE	[(4870, True), (4951, True)]
e-me-si-jo	COMPLETE	[(3241, True)]
e-me-si-jo-jo	UNCERTAIN	[(1183, True), (3873, False), (4359, False), (4399, True), (4518, True)]
e-mi-ja-ta	COMPLETE	[(686, True)]
e-mi-to	COMPLETE	[(2644, True)]
e-na-i	INCOMPLETE	[(1028, False)]
e-na-i-jo	INCOMPLETE	[(987, False)]
e-na-po-na	COMPLETE	[(137, True)]
e-na-po-ro	MOSTLY_COMPLETE	[(4699, True), (4727, True), (4746, True), (5140, False), (5151, True), (5239, True), (5259, True), (5410, True)]
e-na-ri-po-to	INCOMPLETE	[(513, False)]
e-ne-e-si	COMPLETE	[(4933, True)]
e-ne-ka	MOSTLY_COMPLETE	[(2644, True), (4684, True), (4699, False), (4791, True), (4825, True)]
e-ne-ke-se-u	COMPLETE	[(2933, True)]
e-ne-me-na	COMPLETE	[(2331, True)]
e-ne-o	INCOMPLETE	[(2674, False)]
e-ne-ra	COMPLETE	[(2508, True)]
e-ne-re-ja	INCOMPLETE	[(2569, False)]
e-ne-ro	COMPLETE	[(4286, True)]
e-ne-si-da-o-ne	COMPLETE	[(4468, True)]
e-ne-ti-jo	COMPLETE	[(4749, True)]
e-ne-wo	UNCERTAIN	[(5345, True)]
e-ne-wo-pe-za	COMPLETE	[(5351, True), (5353, True)]
e-ne-wo-pe-zo	COMPLETE	[(5353, True)]
e-ni	COMPLETE	[(5565, True)]
e-ni-ja-u-si-jo	COMPLETE	[(4700, True)]
e-ni-pa-te-we	COMPLETE	[(5066, True), (5070, True)]
e-ni-qe	MOSTLY_COMPLETE	[(4280, True), (4282, True), (4316, True), (4318, True), (4321, False), (4323, True)]
e-ni-to-wo	COMPLETE	[(4919, True), (4950, True)]
e-no-wa-ro	COMPLETE	[(4724, True)]
e-nu-wa-ri-jo	COMPLETE	[(658, True)]
e-nwa-ri-jo	COMPLETE	[(4729, True)]
e-o	COMPLETE	[(4854, True), (4951, True)]
e-o-te	INCOMPLETE	[(4722, False)]
e-o-te-u	COMPLETE	[(4727, True)]
e-pa-re	COMPLETE	[(4728, True)]
e-pa-sa-na-ti	COMPLETE	[(4931, True), (4948, True)]
e-pa-ta	INCOMPLETE	[(5076, False)]
e-pe	INCOMPLETE	[(5476, False)]
e-pe-ke	COMPLETE	[(3389, True)]
e-pe-ke-u	COMPLETE	[(5062, True)]
e-phu-no	UNCERTAIN	[(1550, False), (4142, True)]
e-pi	MOSTLY_COMPLETE	[(671, True), (5042, False), (5373, True)]
e-pi-*19-ta	COMPLETE	[(5404, True)]
e-pi-*65-ko	COMPLETE	[(5408, True)]
e-pi-da-o	COMPLETE	[(817, True)]
e-pi-da-to	COMPLETE	[(5059, True), (5064, True)]
e-pi-de-da-to	COMPLETE	[(5406, True)]
e-pi-ja-ta	COMPLETE	[(4697, True)]
e-pi-ja-ta-ni-ja	INCOMPLETE	[(4638, False)]
e-pi-jo-ta-na	COMPLETE	[(4546, True)]
e-pi-ka	COMPLETE	[(5391, True)]
e-pi-ke-re	COMPLETE	[(3910, True), (3911, True)]
e-pi-ke-to	INCOMPLETE	[(3892, False)]
e-pi-ki-to-ni-ja	COMPLETE	[(4285, True)]
e-pi-ko	COMPLETE	[(2727, True)]
e-pi-ko-e	COMPLETE	[(4656, True)]
e-pi-ko-o	COMPLETE	[(4545, True)]
e-pi-ko-ru-si-jo	COMPLETE	[(551, True)]
e-pi-ko-wa	UNCERTAIN	[(3938, True), (3973, False)]
e-pi-ko-wo	UNCERTAIN	[(2682, False), (4726, True)]
e-pi-qe	COMPLETE	[(4406, True), (4884, True), (4951, True)]
e-pi-qo-rya	COMPLETE	[(5144, True)]
e-pi-ro-pa-ja	INCOMPLETE	[(143, False)]
e-pi-ta	INCOMPLETE	[(997, False)]
e-pi-ta-jo	COMPLETE	[(5076, True)]
e-pi-u-ru-te-we	COMPLETE	[(5372, True)]
e-pi-we-ti-ri-jo	COMPLETE	[(4788, True)]
e-pi-wo-qa-ta-o	COMPLETE	[(5328, True)]
e-pi-zo-ta	MOSTLY_COMPLETE	[(248, True), (249, False), (271, True)]
e-po	COMPLETE	[(792, True), (2839, True), (5411, True)]
e-po-me-ne-u	INCOMPLETE	[(5260, False)]
e-po-me-ne-we	COMPLETE	[(5261, True), (5412, True)]
e-po-mi-jo	COMPLETE	[(549, True), (551, True), (553, True)]
e-po-ro-jo	COMPLETE	[(2847, True)]
e-po-wi-ja	MOSTLY_INCOMPLETE	[(4723, False)]
e-po-wo-ke	COMPLETE	[(5408, True)]
e-qa	INCOMPLETE	[(4760, False)]
e-qa-jo	COMPLETE	[(3121, True)]
e-qa-na-qe	INCOMPLETE	[(5362, False)]
e-qa-ro	COMPLETE	[(3557, True)]
e-qe	MOSTLY_INCOMPLETE	[(1085, False), (1382, False), (2421, True)]
e-qe-a-o	COMPLETE	[(659, True)]
e-qe-o	COMPLETE	[(4737, True)]
e-qe-qi	INCOMPLETE	[(5707, False)]
e-qe-ra-wo	INCOMPLETE	[(2729, False)]
e-qe-si-ja	COMPLETE	[(4297, True), (4425, True), (4426, True), (4429, True), (4433, True), (5316, True), (5317, True), (5434, True)]
e-qe-si-jo	COMPLETE	[(4409, True), (4929, True), (5305, True)]
e-qe-ta	MOSTLY_COMPLETE	[(2644, True), (2682, True), (2728, True), (4718, True), (4722, True), (4724, True), (4725, True), (4726, True), (4727, True), (4729, True), (5426, False)]
e-qe-ta-e	COMPLETE	[(2644, True)]
e-qe-ta-i	COMPLETE	[(4720, True)]
e-qe-ta-qe	COMPLETE	[(4927, True)]
e-qo	INCOMPLETE	[(5040, False)]
e-qo-me-ne	INCOMPLETE	[(5049, False)]
e-qo-te	UNCERTAIN	[(4723, False), (4729, True)]
e-ra	UNCERTAIN	[(239, True), (963, True), (1208, True), (1759, False), (1907, False), (2107, False), (2108, False), (2404, False), (2612, False), (2898, True), (2980, False), (2981, True), (2985, True), (3038, True), (3126, True), (3150, True), (3154, True), (3208, True), (3256, True), (3395, True), (3397, True), (3521, True), (3525, True), (3586, True), (3588, True), (3590, False), (3610, False), (3682, True), (3698, True), (3747, False), (3905, False), (4045, False), (4300, False), (4501, True), (5357, True), (5472, False)]
e-ra-de	COMPLETE	[(3951, True)]
e-ra-ja	UNCERTAIN	[(2654, True), (2876, False), (4352, False), (4382, True), (4406, True)]
e-ra-jo	UNCERTAIN	[(674, False), (3990, True)]
e-ra-ne	COMPLETE	[(2776, True)]
e-ra-pe-ja	COMPLETE	[(5372, True)]
e-ra-pe-me-na	COMPLETE	[(4282, True)]
e-ra-pi-ja	COMPLETE	[(5370, True)]
e-ra-po	COMPLETE	[(4726, True)]
e-ra-se	COMPLETE	[(4747, True)]
e-ra-ta-ra	COMPLETE	[(4933, True), (4937, True)]
e-ra-te-i	COMPLETE	[(4772, True)]
e-ra-te-i-jo	COMPLETE	[(5264, True)]
e-ra-te-re-wa-o	COMPLETE	[(5077, True)]
e-ra-te-re-wa-pi	COMPLETE	[(4769, True), (5072, True), (5411, True)]
e-ra-te-re-we	COMPLETE	[(5105, True)]
e-ra-ti-ja-o	COMPLETE	[(5371, True)]
e-ra-to	COMPLETE	[(3153, True)]
e-ra-to-de	COMPLETE	[(5406, True)]
e-ra-wa	INCOMPLETE	[(3907, False)]
e-ra-wo	COMPLETE	[(2793, True), (5024, True)]
e-rai-wo	COMPLETE	[(5001, True), (5018, True), (5019, True), (5026, True), (5040, True), (5042, True)]
e-re	INCOMPLETE	[(4672, False), (5246, False)]
e-re-de	COMPLETE	[(5029, True), (5154, True)]
e-re-dwo-e	UNCERTAIN	[(683, False), (2671, True)]
e-re-e	COMPLETE	[(4729, True), (5077, True), (5528, True)]
e-re-e-u	COMPLETE	[(5260, True)]
e-re-e-we	COMPLETE	[(4728, True), (4781, True), (5075, True)]
e-re-e-wo	COMPLETE	[(5172, True)]
e-re-i	COMPLETE	[(5072, True)]
e-re-ke	INCOMPLETE	[(2709, False)]
e-re-mo	COMPLETE	[(4959, True)]
e-re-pa	MOSTLY_INCOMPLETE	[(460, True), (1340, False), (5401, False)]
e-re-pa-i-ro	COMPLETE	[(843, True)]
e-re-pa-ro	COMPLETE	[(2834, True)]
e-re-pa-ta	COMPLETE	[(225, True)]
e-re-pa-te	MOSTLY_COMPLETE	[(248, True), (249, False), (451, True), (453, True), (458, True), (465, True), (2032, False), (5345, True), (5347, True)]
e-re-pa-te-ja	COMPLETE	[(5351, True), (5353, True)]
e-re-pa-te-ja-pi	COMPLETE	[(5346, True), (5347, True), (5356, True)]
e-re-pa-te-jo	COMPLETE	[(453, True), (5345, True), (5346, True), (5347, True), (5349, True), (5351, True), (5353, True), (5355, True), (5356, True)]
e-re-pa-te-jo-pi	UNCERTAIN	[(481, True), (1449, False), (2042, False)]
e-re-pa-te-jo-qe	COMPLETE	[(5351, True)]
e-re-pa-te-o	UNCERTAIN	[(485, True), (923, False)]
e-re-pa-to	COMPLETE	[(684, True), (5319, True)]
e-re-ta	MOSTLY_COMPLETE	[(607, False), (2693, True), (2776, True), (4694, True), (4721, True), (4729, True), (5077, False)]
e-re-ta-o	COMPLETE	[(4664, True)]
e-re-te-ri-ja	COMPLETE	[(5268, True)]
e-re-u	INCOMPLETE	[(5207, False)]
e-re-u-ta	UNCERTAIN	[(2734, False), (4697, True)]
e-re-u-te	INCOMPLETE	[(2682, False), (5235, False)]
e-re-u-te-ra	MOSTLY_COMPLETE	[(5157, True), (5162, True), (5170, True), (5172, True), (5176, True), (5179, False), (5197, True), (5200, False), (5223, True), (5228, True), (5238, True), (5261, True)]
e-re-u-te-re	UNCERTAIN	[(4746, True), (5426, False)]
e-re-u-te-ri	INCOMPLETE	[(4696, False)]
e-re-u-te-ro	MOSTLY_COMPLETE	[(5163, False), (5165, True), (5169, True), (5232, True)]
e-re-u-te-ro-se	COMPLETE	[(5164, True), (5183, True), (5215, True), (5229, True)]
e-re-u-ti-ja	MOSTLY_COMPLETE	[(144, True), (145, True), (146, False), (4514, True)]
e-re-wi-jo-po-ti-ni-ja	COMPLETE	[(5409, True)]
e-ri	INCOMPLETE	[(38, False), (579, False), (676, False), (4282, False), (4988, False), (5461, False)]
e-ri-*19	COMPLETE	[(2492, True)]
e-ri-ka	MOSTLY_COMPLETE	[(555, True), (558, True), (562, True), (564, False), (566, True), (567, False), (568, True), (570, True), (574, True), (575, True)]
e-ri-ka-we-e	COMPLETE	[(5392, True)]
e-ri-ke-re-we	COMPLETE	[(628, True)]
e-ri-ko	INCOMPLETE	[(557, False), (912, False), (2730, False)]
e-ri-ko-wo	UNCERTAIN	[(1065, False), (4725, True), (4948, True), (5074, True), (5076, False)]
e-ri-ma-si-jo	COMPLETE	[(5265, True)]
e-ri-no-wo	COMPLETE	[(5162, True)]
e-ri-no-wo-te	COMPLETE	[(4716, True), (4747, True), (5144, True)]
e-ri-no-wo-to	COMPLETE	[(4957, True)]
e-ri-nu	UNCERTAIN	[(3983, False), (4088, True)]
e-ri-nu-we	COMPLETE	[(658, True)]
e-ri-qi-ja	UNCERTAIN	[(4925, False), (4950, True)]
e-ri-qi-jo	COMPLETE	[(4808, True)]
e-ri-ra-i	INCOMPLETE	[(1005, False)]
e-ri-sa-ta	COMPLETE	[(3, True)]
e-ri-ta	COMPLETE	[(4953, True)]
e-ri-ta-qi-jo	COMPLETE	[(2671, True)]
e-ri-ta-ri-jo	INCOMPLETE	[(988, False)]
e-ri-ti-qi	INCOMPLETE	[(2710, False)]
e-ri-to-ti-no	COMPLETE	[(4747, True)]
e-ri-tu-pi-na	COMPLETE	[(2382, True)]
e-ri-we-ro	UNCERTAIN	[(5393, False), (5410, True)]
e-ro-e	COMPLETE	[(304, True)]
e-ro-e-o	COMPLETE	[(953, True)]
e-ro-ma-to	COMPLETE	[(4704, True)]
e-ro-pa-ke-ja	MOSTLY_COMPLETE	[(2328, True), (4388, True), (4438, False)]
e-ro-pa-ke-u	COMPLETE	[(2682, True)]
e-ro-u-ta	COMPLETE	[(2952, True)]
e-ru	COMPLETE	[(2331, True)]
e-ru-mi-ni-ja	COMPLETE	[(5408, True)]
e-ru-sa	COMPLETE	[(1226, True)]
e-ru-si-jo	COMPLETE	[(5410, True)]
e-ru-ta-jo	INCOMPLETE	[(5070, False)]
e-ru-ta-ra	MOSTLY_COMPLETE	[(2330, True), (2331, True), (2332, True), (2333, True), (2334, True), (4724, True), (4737, True), (5369, True), (5372, True)]
e-ru-ta-ra-pi	COMPLETE	[(4427, True), (4435, True), (4441, True), (4443, True)]
e-ru-ti-ri-jo	INCOMPLETE	[(982, False)]
e-ru-to-ro	COMPLETE	[(2678, True), (3325, True)]
e-ryo-ne	COMPLETE	[(5219, True)]
e-ryo-qo	COMPLETE	[(4787, True), (4803, True), (4832, True)]
e-sa-pa-ke-me-na	COMPLETE	[(4325, True)]
e-sa-re-u	COMPLETE	[(5164, True), (5183, True), (5215, True)]
e-sa-re-we	COMPLETE	[(2678, True), (4781, True)]
e-sa-re-wi-ja	UNCERTAIN	[(908, False), (4730, True), (5104, True), (5264, False), (5411, True)]
e-sa-ro	COMPLETE	[(4933, True), (4937, True), (4954, True)]
e-se	INCOMPLETE	[(1316, False), (1971, False)]
e-se-re-e-jo	MOSTLY_COMPLETE	[(3399, True), (3401, True), (3404, True), (3431, False)]
e-se-re-ha	COMPLETE	[(4727, True)]
e-si	INCOMPLETE	[(33, False)]
e-so	COMPLETE	[(4730, True)]
e-so-to	COMPLETE	[(2641, True), (2642, True)]
e-ta	INCOMPLETE	[(2308, False)]
e-ta-je-u	COMPLETE	[(4695, True)]
e-ta-wo-jo	COMPLETE	[(4767, True)]
e-ta-wo-ne	UNCERTAIN	[(1720, True), (2112, False), (2115, False), (4437, True), (4448, True)]
e-ta-wo-ne-u	UNCERTAIN	[(4718, False), (4737, True)]
e-ta-wo-ne-we	COMPLETE	[(4434, True)]
e-ta-wo-ne-wo	COMPLETE	[(4286, True)]
e-te	UNCERTAIN	[(1541, False), (2339, False), (2641, True), (2642, True), (5399, False)]
e-te-do-mo	COMPLETE	[(620, True), (4827, True), (4933, True), (4936, True), (4949, True)]
e-te-ja	INCOMPLETE	[(3953, False)]
e-te-jo	COMPLETE	[(4194, True)]
e-te-re-ro	COMPLETE	[(4771, True), (5061, True)]
e-te-re-ta	COMPLETE	[(475, True)]
e-te-re-u	INCOMPLETE	[(4717, False)]
e-te-wa	UNCERTAIN	[(4726, True), (4754, False)]
e-te-wa-jo	COMPLETE	[(4771, True), (5329, True), (5365, True)]
e-te-wa-jo-jo	COMPLETE	[(5314, True)]
e-te-wa-no	COMPLETE	[(2781, True)]
e-te-wa-o	COMPLETE	[(1544, True)]
e-te-wa-tu-wo	COMPLETE	[(2780, True)]
e-te-we	COMPLETE	[(4777, True)]
e-te-wo-ke-re-we	COMPLETE	[(4724, True)]
e-te-wo-ke-re-we-i-jo	COMPLETE	[(4737, True)]
e-ti-je-ja	COMPLETE	[(5412, True)]
e-ti-me-de-i	COMPLETE	[(4987, True)]
e-ti-ra-wo	COMPLETE	[(4750, True), (4774, True)]
e-ti-ra-wo-jo	COMPLETE	[(5326, True)]
e-ti-ri-ja	COMPLETE	[(5412, True)]
e-ti-wa	COMPLETE	[(4112, True)]
e-ti-wa-i	INCOMPLETE	[(5453, False)]
e-ti-wa-ja	COMPLETE	[(2654, True)]
e-ti-wa-ja-qe	COMPLETE	[(137, True)]
e-ti-wa-jo	COMPLETE	[(5399, True)]
e-ti-we	COMPLETE	[(5000, True), (5014, True), (5025, True)]
e-to	MOSTLY_INCOMPLETE	[(2103, False), (3299, False), (5399, True)]
e-to-ki-ja	COMPLETE	[(5408, True), (5414, True)]
e-to-mo-jo	COMPLETE	[(5407, True)]
e-to-ni-jo	COMPLETE	[(4729, True), (4857, True), (4868, True), (4950, True), (4953, True)]
e-to-ro-qa-ta	COMPLETE	[(125, True), (592, True)]
e-to-wo-ko	COMPLETE	[(3987, True), (4700, True), (4984, True)]
e-to-wo-ko-i	COMPLETE	[(4985, True)]
e-u	INCOMPLETE	[(1042, False), (2661, False), (4767, False)]
e-u-*83-ro	COMPLETE	[(5719, True)]
e-u-da-i-ta	COMPLETE	[(3377, True)]
e-u-da-mo	COMPLETE	[(660, True), (2707, True), (5646, True)]
e-u-de-we-ro	COMPLETE	[(4563, True), (4596, True), (4654, True)]
e-u-do-no	COMPLETE	[(5057, True)]
e-u-ka-no	COMPLETE	[(5393, True)]
e-u-ka-ri	INCOMPLETE	[(2710, False)]
e-u-ka-ro	COMPLETE	[(4728, True), (5071, True)]
e-u-ke-to-qe	COMPLETE	[(4857, True), (4953, True)]
e-u-ko	INCOMPLETE	[(1568, False)]
e-u-ko-me	INCOMPLETE	[(3901, False)]
e-u-ko-me-no	COMPLETE	[(5070, True)]
e-u-ko-ro	MOSTLY_COMPLETE	[(677, True), (2974, True), (3108, False), (3175, True)]
e-u-me-de	COMPLETE	[(4814, True), (4831, True), (4836, True)]
e-u-me-de-i	COMPLETE	[(5001, True)]
e-u-me-ne	MOSTLY_COMPLETE	[(4812, True), (4838, True), (5070, False)]
e-u-me-ta	COMPLETE	[(3592, True)]
e-u-mo	COMPLETE	[(2997, True)]
e-u-na-wo	COMPLETE	[(85, True), (2681, True), (2707, True), (3569, True)]
e-u-no	INCOMPLETE	[(1827, False)]
e-u-o-mo	INCOMPLETE	[(816, False)]
e-u-po-ro-qe	COMPLETE	[(2316, True)]
e-u-po-ro-wo	MOSTLY_COMPLETE	[(718, False), (5064, True), (5068, True)]
e-u-qo-ne	COMPLETE	[(5410, True)]
e-u-ro-to-qo	COMPLETE	[(5063, True)]
e-u-ro-wa	INCOMPLETE	[(1188, False)]
e-u-ru-da-mo	COMPLETE	[(965, True)]
e-u-ru-po-to-re-mo-jo	COMPLETE	[(4987, True)]
e-u-ru-qo-ta	COMPLETE	[(667, True)]
e-u-ru-wo-ta	COMPLETE	[(4851, True), (4951, True), (5057, True)]
e-u-ta-re-wo	COMPLETE	[(5166, True)]
e-u-wa-ko-ro	COMPLETE	[(5062, True)]
e-u-wa-re	COMPLETE	[(5068, True)]
e-u-we-to	COMPLETE	[(5071, True)]
e-u-we-to-ro	COMPLETE	[(5071, True)]
e-wa	INCOMPLETE	[(1144, False), (1368, False)]
e-wa-ko-ro	COMPLETE	[(694, True), (5643, True), (5669, True), (5670, True)]
e-wa-ra-jo	COMPLETE	[(3104, True)]
e-we	INCOMPLETE	[(5397, False)]
e-we-da-si	INCOMPLETE	[(5160, False)]
e-we-de-u	COMPLETE	[(854, True), (4138, True)]
e-we-ki-ta	COMPLETE	[(1225, True)]
e-we-o-si	INCOMPLETE	[(1516, False)]
e-we-pe-se-so-me-na	COMPLETE	[(2359, True)]
e-we-wa	INCOMPLETE	[(995, False)]
e-we-wa-ta	COMPLETE	[(660, True)]
e-we-za-no	INCOMPLETE	[(4732, False)]
e-wi-ku-wo-te	COMPLETE	[(5220, True)]
e-wi-ri-pi-ja	COMPLETE	[(4536, True)]
e-wi-ri-po	COMPLETE	[(4721, True)]
e-wi-su-*79-ko	COMPLETE	[(5400, True), (5401, True)]
e-wi-su-zo-ko	COMPLETE	[(484, True), (485, True)]
e-wi-ta	INCOMPLETE	[(2713, False)]
e-wi-ta-jo	COMPLETE	[(810, True)]
e-wi-te-u	COMPLETE	[(4761, True), (5073, True)]
e-wi-te-we	COMPLETE	[(4748, True)]
e-wi-te-wi-jo	COMPLETE	[(5144, True), (5167, True), (5410, True)]
e-wi-to-wo	INCOMPLETE	[(2714, False)]
e-wo	INCOMPLETE	[(414, False)]
e-wo-ro-qe	COMPLETE	[(2417, True)]
e-wo-ta-de	COMPLETE	[(2775, True)]
e-wo-ta-o	INCOMPLETE	[(4757, False)]
e-ze-to	COMPLETE	[(133, True)]
e-zo-wo	COMPLETE	[(2306, True), (4748, True), (4770, True)]
f	INCOMPLETE	[(602, False), (2772, False), (2811, False), (2812, False)]
ha	INCOMPLETE	[(5399, False), (5574, False)]
ha-di-je-u	COMPLETE	[(4725, True)]
ha-e-ta	COMPLETE	[(4710, True)]
ha-ka-ha-ki-ri-ja-jo	COMPLETE	[(4746, True)]
ha-ka-ha-ki-ri-jo	COMPLETE	[(4727, True)]
ha-ke-te-re	COMPLETE	[(665, True)]
ha-ke-wo-a-ki-ri	INCOMPLETE	[(5231, False)]
ha-ki-ja	COMPLETE	[(4730, True)]
ha-ki-ra	COMPLETE	[(5225, True)]
ha-ku-mi-jo	COMPLETE	[(5230, True)]
ha-ku-ni-jo	COMPLETE	[(4725, True)]
ha-ne-u-te	COMPLETE	[(4770, True)]
ha-nu-me-no	COMPLETE	[(5059, True)]
ha-pa-tu-wo-te	COMPLETE	[(4770, True)]
ha-ra-ka-wo	COMPLETE	[(4783, True)]
ha-ra-tu-a	COMPLETE	[(4746, True)]
ha-ra-tu-wa	COMPLETE	[(4718, True)]
ha-ri-e	COMPLETE	[(4729, True)]
ha-ri-sa	COMPLETE	[(4957, True)]
ha-ro-u-do-pi	COMPLETE	[(5345, True)]
ha-ru-wo-te	COMPLETE	[(4726, True)]
ha-ta	MOSTLY_INCOMPLETE	[(2702, False), (4704, False), (4708, True)]
ha-te-po	COMPLETE	[(4718, True)]
ha-te-ro	COMPLETE	[(4722, True), (5107, True)]
ha-te-we	INCOMPLETE	[(5149, False)]
ha-to	COMPLETE	[(5394, True)]
ha-zo-qi-jo	COMPLETE	[(5390, True)]
i	INCOMPLETE	[(683, False), (883, False), (928, False), (1545, False), (1570, False), (1648, False), (1662, False), (1679, False), (1863, False), (2001, False), (2071, False), (2100, False), (2318, False), (2372, False), (2663, False), (2674, False), (2709, False), (3887, False), (3910, False), (3917, False), (4111, False), (4491, False), (4842, False), (5142, False), (5375, False)]
i-*65	COMPLETE	[(4685, True), (4737, True), (4738, True)]
i-*65-ke-o	COMPLETE	[(949, True)]
i-*65-qe	UNCERTAIN	[(5062, False), (5070, True)]
i-da-i-jo	COMPLETE	[(4239, True), (4727, True)]
i-da-ra-ta	COMPLETE	[(964, True)]
i-da-wo	INCOMPLETE	[(1010, False)]
i-do-me-ne-ja	COMPLETE	[(4873, True), (4948, True)]
i-do-me-ni-jo	COMPLETE	[(5053, True)]
i-du	COMPLETE	[(2654, True)]
i-e-re-u	COMPLETE	[(4931, True), (4934, True)]
i-ja	UNCERTAIN	[(949, True), (2651, False)]
i-ja-me-i	COMPLETE	[(4987, True)]
i-ja-ni	INCOMPLETE	[(1945, False)]
i-ja-phu-we	COMPLETE	[(4409, True)]
i-ja-te	COMPLETE	[(4956, True)]
i-ja-wo-ne	INCOMPLETE	[(961, False), (2701, False)]
i-je	INCOMPLETE	[(3917, False), (3991, False), (4019, False)]
i-je-re-ja	MOSTLY_COMPLETE	[(4088, True), (4684, True), (4857, True), (4860, True), (4865, True), (4917, True), (4927, True), (4933, True), (4937, True), (4950, True), (4953, True), (5271, True), (5282, False), (5285, True), (5338, True), (5374, False)]
i-je-re-u	MOSTLY_COMPLETE	[(2644, True), (4738, True), (4938, True), (4946, True), (4950, True), (4988, True), (5272, True), (5278, True)]
i-je-re-wi-jo	COMPLETE	[(4239, True)]
i-je-re-wo	COMPLETE	[(4811, True), (5062, True)]
i-je-ro	MOSTLY_COMPLETE	[(3605, True), (4100, True), (4852, False)]
i-je-ro-jo	COMPLETE	[(4684, True)]
i-je-ro-wo-ko	COMPLETE	[(4951, True)]
i-je-to-qe	COMPLETE	[(5357, True)]
i-je-we	COMPLETE	[(5357, True)]
i-jo	UNCERTAIN	[(697, True), (1070, False), (3868, False), (4723, False), (4724, True), (5114, False), (5725, False)]
i-jo-qe	COMPLETE	[(2316, True)]
i-jo-te	UNCERTAIN	[(143, False), (2320, True), (2744, False), (4694, True)]
i-ka	INCOMPLETE	[(1346, False)]
i-ka-sa-ja	COMPLETE	[(5054, True)]
i-ka-se	COMPLETE	[(318, True)]
i-ke	INCOMPLETE	[(4778, False)]
i-ke-se	COMPLETE	[(960, True)]
i-ke-se-ra	COMPLETE	[(3328, True), (3618, True)]
i-ke-ta	COMPLETE	[(2707, True)]
i-ko	INCOMPLETE	[(4717, False)]
i-ku-to	COMPLETE	[(2371, True)]
i-ku-tu-re	COMPLETE	[(4277, True)]
i-ku-wo-i-pi	COMPLETE	[(671, True)]
i-ma-di-ja	COMPLETE	[(4834, True)]
i-ma-di-jo	MOSTLY_COMPLETE	[(4760, True), (4787, True), (5057, False)]
i-mi-ri-jo	COMPLETE	[(3068, True)]
i-mo-ro-ne-u	COMPLETE	[(798, True), (5076, True)]
i-na	MOSTLY_INCOMPLETE	[(4896, False), (4950, True), (4988, False)]
i-na-ma-ta	COMPLETE	[(5097, True)]
i-na-ne	COMPLETE	[(4696, True)]
i-na-ni-ja	COMPLETE	[(4675, True), (4678, True), (4696, True)]
i-na-o	COMPLETE	[(2331, True), (2333, True), (4708, True)]
i-na-o-te	COMPLETE	[(2332, True)]
i-na-pi	COMPLETE	[(4695, True)]
i-ne-u	MOSTLY_COMPLETE	[(2673, True), (2994, True), (4519, False)]
i-ni-ja	COMPLETE	[(4933, True), (4936, True)]
i-no	INCOMPLETE	[(5146, False)]
i-pa	INCOMPLETE	[(3132, False)]
i-pa-sa-na-ti	UNCERTAIN	[(4921, False), (4938, True)]
i-pe-me-de-ja	COMPLETE	[(5357, True)]
i-pe-me-de-ja-qe	COMPLETE	[(5357, True)]
i-pe-ne-o	INCOMPLETE	[(5491, False)]
i-pe-ra-ta	COMPLETE	[(5064, True)]
i-pe-se-wa	COMPLETE	[(5001, True)]
i-pe-ta	COMPLETE	[(3401, True)]
i-pi	INCOMPLETE	[(4769, False)]
i-po-no	COMPLETE	[(610, True)]
i-po-po-qo-i-qe	COMPLETE	[(4985, True)]
i-po-qa	INCOMPLETE	[(4224, False)]
i-pu-ma	INCOMPLETE	[(5392, False)]
i-qa-ne	INCOMPLETE	[(5465, False)]
i-qe	INCOMPLETE	[(4989, False)]
i-qe-ja	COMPLETE	[(4732, True)]
i-qi-ja	UNCERTAIN	[(452, False), (453, False), (454, False), (455, False), (458, True), (459, False), (461, True), (463, False), (464, False), (465, True), (466, True), (468, True), (471, False), (472, True), (473, True), (474, True), (496, True), (497, False), (498, True), (499, True), (500, False), (501, True), (502, True), (503, False), (504, False), (505, True), (507, False), (508, True), (512, True)]
i-qi-jo	COMPLETE	[(451, True), (462, True)]
i-qo	COMPLETE	[(2826, True), (4976, True)]
i-qo-e-qe	COMPLETE	[(454, True), (461, True), (465, True), (524, True)]
i-qo-jo	COMPLETE	[(4791, True)]
i-qo-qe	COMPLETE	[(5356, True)]
i-ra-ko-to	COMPLETE	[(675, True)]
i-ra-ta	COMPLETE	[(633, True), (4934, True), (4943, True)]
i-re-we	COMPLETE	[(5384, True)]
i-ro-to	COMPLETE	[(2780, True)]
i-ru	COMPLETE	[(5655, True), (5656, True)]
i-sa-ma	INCOMPLETE	[(5468, False)]
i-sa-na-o-ti	COMPLETE	[(4754, True)]
i-sa-wo	COMPLETE	[(313, True)]
i-se-re	INCOMPLETE	[(1052, False)]
i-se-we-ri-jo	COMPLETE	[(2706, True), (3208, True), (4258, True)]
i-so	INCOMPLETE	[(3303, False)]
i-so-e-ko	COMPLETE	[(4986, True)]
i-su-ku-wo-do-to	COMPLETE	[(3943, True)]
i-ta	INCOMPLETE	[(880, False), (1060, False), (1266, False)]
i-ta-da-wa	COMPLETE	[(2340, True)]
